audio;stim_lev;vol;left;right;stim;Hz;categorie;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;stim_loop.thisRepN;stim_loop.thisTrialN;stim_loop.thisN;stim_loop.thisIndex;stim_test.thisRepN;stim_test.thisTrialN;stim_test.thisN;stim_test.thisIndex;stim_neutral_loop.thisRepN;stim_neutral_loop.thisTrialN;stim_neutral_loop.thisN;stim_neutral_loop.thisIndex;stim_neutral31_loop.thisRepN;stim_neutral31_loop.thisTrialN;stim_neutral31_loop.thisN;stim_neutral31_loop.thisIndex;conterbalencement.thisRepN;conterbalencement.thisTrialN;conterbalencement.thisN;conterbalencement.thisIndex;istr_nh_loop.thisRepN;istr_nh_loop.thisTrialN;istr_nh_loop.thisN;istr_nh_loop.thisIndex;nh_loop_trials.thisRepN;nh_loop_trials.thisTrialN;nh_loop_trials.thisN;nh_loop_trials.thisIndex;istr_nb_loop.thisRepN;istr_nb_loop.thisTrialN;istr_nb_loop.thisN;istr_nb_loop.thisIndex;nb_loop_trials.thisRepN;nb_loop_trials.thisTrialN;nb_loop_trials.thisN;nb_loop_trials.thisIndex;conterbalencement2.thisRepN;conterbalencement2.thisTrialN;conterbalencement2.thisN;conterbalencement2.thisIndex;istr_hn_loop.thisRepN;istr_hn_loop.thisTrialN;istr_hn_loop.thisN;istr_hn_loop.thisIndex;hn_loop_trials.thisRepN;hn_loop_trials.thisTrialN;hn_loop_trials.thisN;hn_loop_trials.thisIndex;istr_bn_loop.thisRepN;istr_bn_loop.thisTrialN;istr_bn_loop.thisN;istr_bn_loop.thisIndex;bn_loop_trials.thisRepN;bn_loop_trials.thisTrialN;bn_loop_trials.thisN;bn_loop_trials.thisIndex;arousal_loop.thisRepN;arousal_loop.thisTrialN;arousal_loop.thisN;arousal_loop.thisIndex;valence_loop.thisRepN;valence_loop.thisTrialN;valence_loop.thisN;valence_loop.thisIndex;sound_1.started;sound_1.stopped;txt_wait.started;txt_wait.stopped;amplitude_5hz;sound_2.started;sound_2.stopped;amplitude_31hz;sound_6.started;sound_6.stopped;img_nh_right.started;img_nh_right.stopped;img_nh_left.started;img_nh_left.stopped;img_trial_right.started;img_trial_right.stopped;img_trial_left.started;img_trial_left.stopped;resp.keys;resp.rt;resp.started;resp.stopped;sound_3.started;sound_3.stopped;img_nb_right.started;img_nb_right.stopped;img_nb_left.started;img_nb_left.stopped;half_break_left.started;half_break_left.stopped;kb_half_break.keys;kb_half_break.rt;kb_half_break.started;kb_half_break.stopped;img_hn_right.started;img_hn_right.stopped;img_hn_left.started;img_hn_left.stopped;img_bn_right.started;img_bn_right.stopped;img_bn_left.started;img_bn_left.stopped;img_arousal_right.started;img_arousal_right.stopped;img_arousal_left.started;img_arousal_left.stopped;img_val_right.started;img_val_right.stopped;img_val_left.started;img_val_left.stopped;kb_valuation.keys;kb_valuation.rt;kb_valuation.started;kb_valuation.stopped;sound_4.started;sound_4.stopped;img_valence_right.started;img_valence_right.stopped;img_valence_left.started;img_valence_left.stopped;txt_end_right.started;txt_end_right.stopped;txt_end_left.started;txt_end_left.stopped;participant;session;practice;stim_setting;date;expName;psychopyVersion;frameRate;
;;;;;;;;;;;;0;0;0;0;;;;;30;0;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;186.53400087300105;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;31;0;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;186.7752813700019;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;32;0;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;189.50054129299969;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;194.60045832099712;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7999999999999999;196.41712218000174;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;;;;;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;200.46706299099895;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;;;;;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;202.81699675099952;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226.56980901600036;None;226.56980901600036;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250.10786030600138;None;250.10786030600138;None;"['l', 'l', 'l', 'k']";"[1.057177609000064, 7.3843448819970945, 15.414300633994571, 25.364275371997792]";250.10786030600138;None;250.09958162850015;280.099449841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;285.1341040490006;None;285.1341040490006;None;"['j', 'k', 'l', 'l', 'j', 'l']";"[6.743948519004334, 9.34299572600139, 13.045870534006099, 18.737995798001066, 22.006927300004463, 25.678900600003544]";285.1341040490006;None;285.1327483860034;315.13217685699783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320.175466804998;None;320.175466804998;None;"['l', 'l', 'j', 'l', 'j', 'k']";"[1.8076648719943478, 9.494525189998967, 16.210719570997753, 17.84363527000096, 23.428576942998916, 28.339760931994533]";320.175466804998;None;320.16541250999876;350.16507188299875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;355.1996961600016;None;355.1996961600016;None;"['l', 'l', 'l', 'k', 'j', 'k', 'j', 'l']";"[1.6503128580006887, 2.11844634499721, 8.601483633996395, 14.996319988000323, 18.38036788899626, 23.540310677999514, 27.21630708399607, 29.451275594001345]";355.1996961600016;None;355.1982383579991;385.19783600899973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;390.23329366800317;None;390.23329366800317;None;"['k', 'j', 'l', 'l', 'j', 'l', 'j', 'l', 'j', 'l']";"[4.72675670600438, 8.461812080000527, 9.906814090005355, 13.425666517003265, 15.251879621006083, 16.501798899000278, 23.634855847005383, 26.350800318999973, 27.67669104700326, 29.895680251000158]";390.23329366800317;None;390.2311132159987;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;5;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.2695399410004;None;425.2695399410004;None;"['k', 'j', 'l', 'k', 'k', 'j', 'l', 'j']";"[1.9745385209971573, 6.1026229459967, 10.053590882998833, 12.967491428993526, 17.75045135599794, 21.199426112994843, 24.567532518994994, 29.73359643299773]";425.2695399410004;None;425.2639630779988;455.26332067300245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;0;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;460.30128039300325;None;460.30128039300325;None;"['l', 'k', 'k', 'j', 'l', 'k', 'j', 'l', 'l', 'k']";"[2.2058514679956716, 6.0688450089946855, 12.40873816099338, 13.272878107993165, 15.235938812998938, 19.431847718995414, 20.670860843994888, 21.663690333996783, 26.36368814699381, 29.70294931299577]";460.30128039300325;None;460.296761947003;490.29641066600016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;1;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;495.3365809379975;None;495.3365809379975;None;"['l', 'j', 'l', 'j', 'l', 'l', 'j', 'l', 'k']";"[1.848569314002816, 7.135543834003329, 8.556387328004348, 14.842591460997937, 16.521538569002587, 20.413423350000812, 23.551466164004523, 26.576585137998336, 28.405393247005122]";495.3365809379975;None;495.32960861700417;525.3293702369992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;2;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;530.3660164239991;None;530.3660164239991;None;"['l', 'j', 'k', 'l', 'j', 'k', 'k', 'l', 'j', 'l', 'k', 'l', 'k']";"[2.1770388660006574, 4.606194605999917, 6.039926354998897, 8.823037359994487, 10.849099399994884, 12.238096078996023, 16.994044533996203, 17.763149939994037, 18.95501887899445, 21.33502254099585, 23.296109229995636, 23.939891652997176, 27.650119580001046]";530.3660164239991;None;530.3626232109993;560.3622546210026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;3;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;565.4036889249983;None;565.4036889249983;None;"['l', 'k', 'j', 'k', 'l', 'j', 'k', 'k', 'k', 'k']";"[3.0332710490038153, 6.087372145004338, 10.930328971000563, 12.345452797002508, 14.074239788998966, 17.022428410004068, 17.691432683997846, 21.933450247997825, 24.439287583001715, 28.776227845002722]";565.4036889249983;None;565.3953671500014;595.3948015560018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;4;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600.4308473810015;None;600.4308473810015;None;"['k', 'j', 'k', 'k', 'l', 'k', 'j', 'l', 'k']";"[2.844172350000008, 7.159164848999353, 8.1342960960028, 13.22526821000065, 15.931182881002314, 20.71927407899784, 22.09141757999896, 23.76515284999914, 27.815150763002748]";600.4308473810015;None;600.4281440160005;630.427691859004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;5;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;635.466807679004;None;635.466807679004;None;"['l', 'j', 'k', 'k', 'l', 'j', 'k', 'l', 'j', 'k']";"[3.99232210599439, 7.85935847699875, 9.59920352199697, 12.193234817998018, 16.013364051999815, 19.193222589994548, 21.56521046099806, 25.136183711998456, 26.85525387099915, 29.410356925000087]";635.466807679004;None;635.4609591830042;665.4606349850001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;668.4855301110001;None;668.4855301110001;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.8939330069989;None;712.8939330069989;None;"['l', 'l', 'k', 'j']";"[0.5451381980019505, 10.197234335006215, 16.266247018000286, 27.431054972999846]";712.8939330069989;None;712.8931018899996;742.8928627479982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;747.9277879250003;None;747.9277879250003;None;"['l', 'k', 'l', 'k', 'l']";"[2.0992237719983677, 5.735342510997725, 12.650273279999965, 19.658401913999114, 29.13634445599746]";747.9277879250003;None;747.9261272949982;777.9256339530039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;782.9663178550036;None;782.9663178550036;None;"['l', 'k', 'k', 'l', 'k']";"[2.1866452590038534, 6.866816642002959, 16.98372059599933, 23.374887363002927, 29.040867076000723]";782.9663178550036;None;782.9589747660023;812.9586398410029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;817.9942361170033;None;817.9942361170033;None;"['l', 'k', 'j', 'k', 'k', 'j', 'k', 'j']";"[1.3119168390039704, 7.905782620997343, 12.803786955002579, 14.443809982003586, 20.62796561000141, 23.425812202003726, 26.52088085500145, 27.813928007002687]";817.9942361170033;None;817.9918082879988;847.9914094790001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;853.0304802570026;None;853.0304802570026;None;"['k', 'j', 'k', 'j', 'k', 'j', 'k']";"[1.6365897799987579, 9.065619467997749, 12.56155441699957, 16.26451812400046, 20.95645806399989, 23.980514951996156, 29.05359988899727]";853.0304802570026;None;853.0247301500015;883.0241760209974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;888.0628586120001;None;888.0628586120001;None;"['l', 'l', 'k', 'j', 'l', 'k']";"[1.0232343719981145, 4.366222183998616, 13.613101068993274, 18.897337707996485, 22.49427500699676, 27.27112152799964]";888.0628586120001;None;888.0575290090012;918.0570906630019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;923.1007240500039;None;923.1007240500039;None;"['l', 'k', 'j', 'j', 'k']";"[2.6082235259964364, 10.564409345999593, 17.114444008002465, 22.46332411399635, 27.734315743997286]";923.1007240500039;None;923.090396380004;953.089922551997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;1;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;958.1229512119971;None;958.1229512119971;None;"['l', 'l', 'j', 'k', 'j', 'k', 'l']";"[2.988063903998409, 8.196259737000219, 11.436971201001143, 13.847027889001765, 17.55311912199977, 20.648127525004384, 26.406209546003083]";958.1229512119971;None;958.1228624699972;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;2;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;993.1481023410015;None;993.1481023410015;None;"['l', 'j', 'k', 'j', 'l', 'j', 'k', 'j', 'k']";"[1.1840772010036744, 7.21110133700131, 13.318070123001235, 14.484915380999155, 20.553022122003313, 21.93785734300036, 23.932020571002795, 26.547029175002535, 28.741975233999256]";993.1481023410015;None;993.1393759300001;1023.1388383360027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;3;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1028.1818879619968;None;1028.1818879619968;None;"['l', 'k', 'j', 'k', 'l', 'j', 'k', 'l', 'l', 'j']";"[5.549142522002512, 7.8732430020027095, 9.341139556003327, 10.956098775997816, 13.907270515999699, 17.664220395003213, 19.818252311000833, 23.065237134003837, 26.30907417999697, 29.24113207699702]";1028.1818879619968;None;1028.1720744130025;1058.1717781350017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;4;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1063.2129605430018;None;1063.2129605430018;None;"['l', 'k', 'j', 'k', 'j']";"[1.558183145003568, 7.186135386000387, 14.767193110004882, 19.295224998000776, 29.53417880300549]";1063.2129605430018;None;1063.2050618890016;1093.2046140899984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;5;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098.2402700509992;None;1098.2402700509992;None;"['k', 'j', 'k', 'k', 'k']";"[4.8958955249981955, 9.538894871999219, 13.720902604000003, 20.1016902880001, 27.24092034399655]";1098.2402700509992;None;1098.2379492220016;1128.237427262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1131.2540969539987;None;space;45.364696190998075;1131.2540969539987;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1176.6366603959978;None;1176.6366603959978;None;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1194.3200219639984;None;1194.3200219639984;None;"['j', 'k', 'j']";"[1.5700813209987246, 10.01402522400167, 15.774113293999108]";1194.3200219639984;None;1194.3198477249998;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1229.3403554960023;None;1229.3403554960023;None;"['k', 'k', 'l', 'j']";"[4.758666018999065, 12.420592257993121, 21.855677708997973, 24.021590112999547]";1229.3403554960023;None;1229.3359239169977;1259.3355284470017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
