stim_left;stim_right;audio;stim_lev;vol;left;right;stim;Hz;categorie;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;trials_2.thisRepN;trials_2.thisTrialN;trials_2.thisN;trials_2.thisIndex;both_txt_loop.thisRepN;both_txt_loop.thisTrialN;both_txt_loop.thisN;both_txt_loop.thisIndex;both_stim_loop.thisRepN;both_stim_loop.thisTrialN;both_stim_loop.thisN;both_stim_loop.thisIndex;training_trials_loop.thisRepN;training_trials_loop.thisTrialN;training_trials_loop.thisN;training_trials_loop.thisIndex;stim_loop.thisRepN;stim_loop.thisTrialN;stim_loop.thisN;stim_loop.thisIndex;stim_test.thisRepN;stim_test.thisTrialN;stim_test.thisN;stim_test.thisIndex;stim_neutral_loop.thisRepN;stim_neutral_loop.thisTrialN;stim_neutral_loop.thisN;stim_neutral_loop.thisIndex;stim_neutral31_loop.thisRepN;stim_neutral31_loop.thisTrialN;stim_neutral31_loop.thisN;stim_neutral31_loop.thisIndex;conterbalencement.thisRepN;conterbalencement.thisTrialN;conterbalencement.thisN;conterbalencement.thisIndex;istr_nh_loop.thisRepN;istr_nh_loop.thisTrialN;istr_nh_loop.thisN;istr_nh_loop.thisIndex;nh_loop_trials.thisRepN;nh_loop_trials.thisTrialN;nh_loop_trials.thisN;nh_loop_trials.thisIndex;istr_nb_loop.thisRepN;istr_nb_loop.thisTrialN;istr_nb_loop.thisN;istr_nb_loop.thisIndex;nb_loop_trials.thisRepN;nb_loop_trials.thisTrialN;nb_loop_trials.thisN;nb_loop_trials.thisIndex;conterbalencement2.thisRepN;conterbalencement2.thisTrialN;conterbalencement2.thisN;conterbalencement2.thisIndex;istr_hn_loop.thisRepN;istr_hn_loop.thisTrialN;istr_hn_loop.thisN;istr_hn_loop.thisIndex;hn_loop_trials.thisRepN;hn_loop_trials.thisTrialN;hn_loop_trials.thisN;hn_loop_trials.thisIndex;istr_bn_loop.thisRepN;istr_bn_loop.thisTrialN;istr_bn_loop.thisN;istr_bn_loop.thisIndex;bn_loop_trials.thisRepN;bn_loop_trials.thisTrialN;bn_loop_trials.thisN;bn_loop_trials.thisIndex;arousal_loop.thisRepN;arousal_loop.thisTrialN;arousal_loop.thisN;arousal_loop.thisIndex;valence_loop.thisRepN;valence_loop.thisTrialN;valence_loop.thisN;valence_loop.thisIndex;position.left;position.right;txt_right.started;txt_right.stopped;txt_left.started;txt_left.stopped;left.started;left.stopped;right.started;right.stopped;kb_trial_training.keys;kb_trial_training.rt;kb_trial_training.started;kb_trial_training.stopped;kb_extra_training.keys;kb_extra_training.rt;kb_extra_training.started;kb_extra_training.stopped;sound_1.started;sound_1.stopped;txt_wait.started;txt_wait.stopped;amplitude_5hz;sound_2.started;sound_2.stopped;amplitude_31hz;sound_6.started;sound_6.stopped;img_nh_right.started;img_nh_right.stopped;img_nh_left.started;img_nh_left.stopped;img_trial_right.started;img_trial_right.stopped;img_trial_left.started;img_trial_left.stopped;resp.keys;resp.rt;resp.started;resp.stopped;sound_3.started;sound_3.stopped;img_nb_right.started;img_nb_right.stopped;img_nb_left.started;img_nb_left.stopped;half_break_left.started;half_break_left.stopped;kb_half_break.keys;kb_half_break.rt;kb_half_break.started;kb_half_break.stopped;img_hn_right.started;img_hn_right.stopped;img_hn_left.started;img_hn_left.stopped;img_bn_right.started;img_bn_right.stopped;img_bn_left.started;img_bn_left.stopped;img_arousal_right.started;img_arousal_right.stopped;img_arousal_left.started;img_arousal_left.stopped;img_val_right.started;img_val_right.stopped;img_val_left.started;img_val_left.stopped;kb_valuation.keys;kb_valuation.rt;kb_valuation.started;kb_valuation.stopped;sound_4.started;sound_4.stopped;img_valence_right.started;img_valence_right.stopped;img_valence_left.started;img_valence_left.stopped;txt_end_right.started;txt_end_right.stopped;txt_end_left.started;txt_end_left.stopped;participant;session;practice;stim_setting;date;expName;psychopyVersion;frameRate;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;9;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39999999999999974;969.6363792388061;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34999999999999976;970.4197458637996;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;11;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.29999999999999977;971.7698197498162;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;12;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24999999999999978;973.4030091768132;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;13;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1999999999999998;974.6363785708149;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;14;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1499999999999998;976.3532269328193;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0999999999999998;977.5197343238165;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;16;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.049999999999999795;979.1529454627948;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;17;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.049999999999999795;982.903061469819;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;996.0195096289972;None;996.0195096289972;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1016.146084426;None;1016.146084426;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'k']";"[1.299383375007892, 3.9934840119967703, 7.216468116006581, 10.580470935004996, 14.024268540990306, 17.78844791499432, 22.686406722990796, 26.669266318000155]";1016.146084426;None;1016.1358554132108;1046.1355261180142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1051.1764769460133;None;1051.1764769460133;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'k']";"[2.0469209540169686, 4.948815861018375, 8.420947756996611, 11.709064470021985, 15.250049485999625, 18.56090793700423, 22.314056759001687, 25.402132125018397, 27.774877994001145]";1051.1764769460133;None;1051.1688385267976;1081.168467001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1086.2073248820088;None;1086.2073248820088;None;"['k', 'k', 'k', 'j', 'k', 'j', 'j', 'j', 'k', 'k', 'k']";"[2.360136198985856, 4.61005623897654, 7.381043470988516, 10.373076349002076, 12.513258477003546, 15.459046770993154, 17.95916968298843, 20.84714581698063, 22.98315321598784, 24.977090712985955, 27.21623757298221]";1086.2073248820088;None;1086.2015311778;1116.2011972180044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;3;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1121.2350586969987;None;1121.2350586969987;None;"['k', 'k', 'k', 'k', 'k', 'l', 'k', 'k', 'j', 'j', 'k']";"[1.6665108159941155, 3.889478262019111, 7.362293487996794, 9.838536402006866, 12.597460651013535, 17.123442826996325, 19.457188580010552, 22.42148529199767, 24.77346892200876, 27.194404347013915, 29.96727499301778]";1121.2350586969987;None;1121.2344834487944;1151.2341773080116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;4;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1156.2730578250194;None;1156.2730578250194;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l']";"[1.6594825089850929, 3.242506112001138, 5.4974608609918505, 7.840301452000858, 10.622296653978992, 12.865449990000343, 15.336445645982167, 18.02427072499995, 20.453457251976943, 22.98031977098435, 25.44347306099371, 27.72643071800121]";1156.2730578250194;None;1156.2672832578014;1186.2669994260068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1191.3050591950014;None;1191.3050591950014;None;"['k', 'k', 'k', 'l', 'j', 'j', 'j', 'j', 'k', 'l', 'j', 'j', 'l', 'l', 'j', 'j']";"[1.3326124270097353, 2.9503804840205703, 5.115498910017777, 7.135373996017734, 8.956598037999356, 10.962300468003377, 13.449303108995082, 15.837459550995845, 17.28027269602171, 19.230322962015634, 20.68944649901823, 22.643308722006623, 24.71135913100443, 26.329344605997903, 27.58744442401803, 29.14851011900464]";1191.3050591950014;None;1191.300064700807;1221.2998778140172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1226.3336490500078;None;1226.3336490500078;None;"['l', 'l', 'l', 'l', 'l', 'k', 'k', 'k', 'l', 'k', 'l', 'l']";"[0.9508096259960439, 2.705758205993334, 5.5388608899957035, 8.098731155012501, 10.531751667003846, 13.272907125996426, 16.33774033599184, 19.699773011991056, 20.817751344002318, 23.302807872008998, 25.771752583998023, 27.89579868299188]";1226.3336490500078;None;1226.3330377968146;1256.3324747529987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;1;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1261.3658528469969;None;1261.3658528469969;None;"['k', 'l', 'l', 'l', 'l', 'j', 'k', 'l', 'l', 'l', 'l', 'k', 'l', 'l', 'l']";"[1.330578182998579, 2.8104771839862224, 4.827575535979122, 7.808722551999381, 10.111533064977266, 11.982652309001423, 14.23250082199229, 15.812544501997763, 17.673459405981703, 20.199398297001608, 22.10061099898303, 23.490391911996994, 24.989432151982328, 27.330271318991436, 29.282474008999998]";1261.3658528469969;None;1261.3656100658177;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;2;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1296.3873600389925;None;1296.3873600389925;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'k', 'l', 'l']";"[1.436144240986323, 3.37819977698382, 5.29206179198809, 7.823111370991683, 10.466131050983677, 12.87497999498737, 15.480149446986616, 17.932055943994783, 20.29004380997503, 22.66018091197475, 24.792017295985715, 26.319058984983712, 28.42217016298673]";1296.3873600389925;None;1296.3819621077914;1326.3817177900055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;3;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1331.414583366015;None;1331.414583366015;None;"['l', 'l', 'l', 'l', 'k', 'k', 'l', 'l', 'l', 'l', 'l', 'l', 'l']";"[1.27081250899937, 3.36475543101551, 5.898955456010299, 8.038888490991667, 10.381924745015567, 12.463912634004373, 14.616747055988526, 16.656788858002983, 19.526921173004666, 22.182947048015194, 24.68185614500544, 27.278901685000164, 29.67973234501551]";1331.414583366015;None;1331.4146997808189;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;4;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1366.431843444996;None;1366.431843444996;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l']";"[1.316529763978906, 4.07951252697967, 6.695521102985367, 9.29252688397537, 11.891668684984324, 14.468677847995423, 16.960516845982056, 19.4396751409804, 21.717484634980792, 24.02566476300126, 26.357720735977637, 28.582805246987846]";1366.431843444996;None;1366.4311805857928;1396.4304473930097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;5;11;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1401.4692410530115;None;1401.4692410530115;None;"['k', 'l', 'k', 'j', 'k', 'k', 'l', 'k', 'j', 'l', 'l', 'k', 'j', 'j', 'l', 'l', 'l']";"[1.0891325010161381, 2.670307173015317, 4.233209864003584, 5.829097497015027, 7.4581013600109145, 9.199138396012131, 10.87325125100324, 12.337204162002308, 13.738169804011704, 15.25128449301701, 16.81424367200816, 19.1791159939894, 20.30028230100288, 21.74709253900801, 24.646105430001626, 25.9443350280053, 28.241242752992548]";1401.4692410530115;None;1401.4637651768048;1431.4633099540079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;0;12;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1436.498161157011;None;1436.498161157011;None;"['k', 'k', 'k', 'k', 'k', 'j', 'k', 'k', 'k', 'l', 'j', 'j', 'k', 'l', 'k', 'j', 'k', 'l', 'l']";"[1.0654304109921213, 2.3853788819978945, 4.129256157000782, 5.927233397000236, 7.809328761999495, 9.027284660987789, 10.856403887999477, 12.826356411009328, 14.781351226003608, 16.25133463498787, 17.924319163983455, 19.706310668989317, 21.14733359499951, 22.976369427982718, 25.031213840004057, 26.07830663101049, 27.652284148993203, 28.293261505983537, 29.651318033982534]";1436.498161157011;None;1436.496797422797;1466.4962968009932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;1;13;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1471.5300639820052;None;1471.5300639820052;None;"['k', 'l', 'l', 'k', 'j', 'j', 'k', 'l', 'k', 'j', 'j', 'k', 'l', 'k', 'j', 'l', 'k', 'l', 'l', 'l', 'k', 'j']";"[0.9024522860127036, 2.4723760340129957, 4.1114638519939035, 5.630319251999026, 6.577337671013083, 8.270355587010272, 9.464438388007693, 10.92146241699811, 12.790487574005965, 13.64344507799251, 15.291397041000891, 17.14035182801308, 18.454244901018683, 19.57230059200083, 20.470323387009557, 21.695294536999427, 22.886456942011137, 23.726441781996982, 25.572332773008384, 27.352461264003068, 27.950301235017832, 29.52242282201769]";1471.5300639820052;None;1471.5295227318188;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;2;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1506.5516085890122;None;1506.5516085890122;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'k', 'l', 'l', 'l', 'l', 'l', 'l', 'k', 'l', 'l']";"[1.2479426289792173, 2.7839111349894665, 4.54895706899697, 6.0868636349914595, 7.397729913995136, 8.958869424997829, 10.462802658992587, 12.035926672979258, 13.68288953899173, 15.395794537005713, 16.68071940599475, 18.271915289980825, 19.935782925982494, 21.671910578996176, 23.391923399001826, 25.148881942004664, 26.134800700005144, 27.655801827990217, 29.28688097599661]";1506.5516085890122;None;1506.5455319297967;1536.5451432790142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;3;15;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1541.5788131169975;None;1541.5788131169975;None;"['l', 'k', 'l', 'l', 'l', 'l', 'l', 'k', 'l', 'l', 'l', 'l', 'k', 'l', 'l', 'l', 'l', 'l', 'l']";"[0.9877463979937602, 2.4926097200077493, 3.7965185130015016, 5.180575248989044, 6.507658471004106, 8.219578863005154, 9.913618536986178, 10.652715932985302, 11.867582954990212, 13.506590289995074, 15.420627323008375, 17.50056977098575, 18.32851733599091, 19.589576737984316, 21.71869197700289, 23.827552529983222, 25.62552641800721, 27.31356311700074, 29.168658827984473]";1541.5788131169975;None;1541.578513316816;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;4;16;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1576.5950873850088;None;1576.5950873850088;None;"['l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l', 'l']";"[0.8214614780154079, 2.5802526970219333, 4.236212018004153, 6.312273706018459, 8.227409407001687, 10.137421398016158, 12.106327240995597, 14.05940910501522, 16.256212400010554, 17.993465589999687, 20.09232380700996, 21.805477187997894, 23.527345753012924, 25.71945631899871, 27.726413238007808, 29.92828237102367]";1576.5950873850088;None;1576.5946494037985;1606.5941019050078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2;5;17;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1611.628371408995;None;1611.628371408995;None;"['j', 'k', 'l', 'l', 'l', 'l', 'l', 'l', 'k', 'k', 'j', 'j', 'k', 'k', 'k', 'l', 'l', 'k']";"[0.7689479459950235, 1.485967932996573, 2.5809576619940344, 4.00095234499895, 5.900048792012967, 7.696052437007893, 9.999209950008662, 12.477132627012907, 13.970119767007418, 15.947065659012878, 17.904089896997903, 19.191133954009274, 20.304129422002006, 21.510181104997173, 23.527013665996492, 25.69212707801489, 27.630118730012327, 28.770186625013594]";1611.628371408995;None;1611.6272857068166;1641.6271536480053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04;001;1;1;2022_Mar_25_0933;VR_setting;2021.2.3;59.79429578880928;
