images/NF.png;images/NM.png;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130.35057685300126;None;130.35057685300126;None;'l';4.436302442001761;130.35057685300126;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
images/NM.png;images/NF.png;;;;;;0;0;0;0;;;;;;;;;;;;;1;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165.36659329899703;None;165.36659329899703;None;'l','j','l','j','k','l','j','k','l';5.927353350998601,7.740146864998678,10.299300849997962,13.294184824997501,15.274288410997542,16.81429507899884,21.459225551996497,25.31432494999899,25.79330162799306;165.36659329899703;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;n;17.20845994800038;198.37716288900265;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;high;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;medium;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;low;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3.955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1667.4013381409968;None;1667.4013381409968;None;'j','j','l','j','l','j';1.2334503470046911,1.9343821170041338,7.866454740003974,10.569526644001598,23.10643240200443,27.134401198003616;1667.4013381409968;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1702.412726661998;None;1702.412726661998;None;'j','k','l','k','l','k','l','j','k','j';1.23217566999665,6.93502369899943,9.820163643998967,10.49405510899669,16.477024269996036,17.848073068002122,19.261080099997343,20.538081615995907,26.15316124099627,28.58102204500028;1702.412726661998;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1737.4279844330013;None;1737.4279844330013;None;'j','k','j','l','k','l';1.2567482000013115,12.814890999005002,18.864780597999925,22.254781807001564,22.874879988004977,28.029875564003305;1737.4279844330013;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1772.448561543999;None;1772.448561543999;None;'j','k','j','l','k','l','k';1.9882985479998752,14.204321279998112,20.708195619001344,24.88732414799597,25.829319616001158,27.911303808999946,29.152198361000046;1772.448561543999;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;2;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1807.459276196998;None;1807.459276196998;None;'j','k','k','k','l','k','j','k','l','k','l';1.0996134930028347,4.115556160002598,7.339514389001124,8.05744298100035,10.81661057400197,12.52164788400114,14.217536698000913,18.147476004000055,18.605662014997506,19.18859130999772,29.426588772003015;1807.459276196998;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;3;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1842.4778226540002;None;1842.4778226540002;None;'j','k','l','k','j','l';1.2560362100048224,9.149931546999142,14.20497151100426,16.635100086998136,20.212080743003753,28.825967636003043;1842.4778226540002;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1877.4930826950003;None;1877.4930826950003;None;'j','k','l','k','j','k','j';3.1028180240027723,10.82167231800122,11.060656870999082,12.449799314999836,15.264794754999457,17.675681225002336,21.12371959599841;1877.4930826950003;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;1;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1912.514324276999;None;1912.514324276999;None;'k','l','k','j','k','l','k','j','k','l';1.257434708000801,3.2694452969954,5.454558042001736,7.320584854998742,15.804428479998023,15.995558000999154,18.804572923996602,19.32139928700053,24.79945931000111,26.304537708994758;1912.514324276999;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;2;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1947.5294833619992;None;1947.5294833619992;None;'j','k','l','k','l','k','l','k','l';1.6563411680035642,14.615392964005878,15.536252445999708,16.849431259004632,19.392376159004925,19.892379279001034,23.3933079250055,24.582425603002775,29.58140443100274;1947.5294833619992;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;3;11;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1982.5457965120004;None;1982.5457965120004;None;'k','j','l','k','j';1.5539566000006744,6.923967183996865,10.668921570002567,13.404930361997685,14.51700484000321;1982.5457965120004;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015.5533875789988;None;2015.5533875789988;None;2034.7114753310016;None;2034.7114753310016;None;3;4.383825863995298;2034.7114753310016;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2041.1294585569995;None;2041.1294585569995;None;2;1.041167775998474;2041.1294585569995;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2044.2125881269967;None;2044.2125881269967;None;5;2.1109421410001232;2044.2125881269967;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2048.3603132729986;None;2048.3603132729986;None;5;1.2640554700046778;2048.3603132729986;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051.660329266997;None;2051.660329266997;None;3;1.5527789359985036;2051.660329266997;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2055.2435746720002;None;2055.2435746720002;None;2;0.9234880400035763;2055.2435746720002;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2058.1875398429984;None;2058.1875398429984;None;2;0.9003284909995273;2058.1875398429984;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2061.1283686660026;None;2061.1283686660026;None;3;1.0934506220000912;2061.1283686660026;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2064.2599890380006;None;2064.2599890380006;None;5;1.0737156940012937;2064.2599890380006;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2067.3590350399973;None;2067.3590350399973;None;5;0.795476132996555;2067.3590350399973;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2070.1929731260025;None;2070.1929731260025;None;2;0.9674296099983621;2070.1929731260025;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2073.196411044002;None;2073.196411044002;None;3;0.8566978300004848;2073.196411044002;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2089.525384982;None;2089.525384982;None;7;1.02014723100001;2089.525384982;None;2074.087021731997;None;2074.087021731997;None;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2092.574464375997;None;2092.574464375997;None;7;0.5050569420054671;2092.574464375997;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2095.1098701989977;None;2095.1098701989977;None;4;0.9185041160017136;2095.1098701989977;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2098.059779411;None;2098.059779411;None;4;0.7914172329983558;2098.059779411;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100.8938701860025;None;2100.8938701860025;None;4;1.49326309600292;2100.8938701860025;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2104.4171708529975;None;2104.4171708529975;None;4;0.6657972589964629;2104.4171708529975;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2107.1104858440012;None;2107.1104858440012;None;5;1.026356690999819;2107.1104858440012;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2110.1751261710015;None;2110.1751261710015;None;7;0.7025576380037819;2110.1751261710015;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2112.9092585519975;None;2112.9092585519975;None;4;0.6413902400017832;2112.9092585519975;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11NES.png;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2115.5701707769986;None;2115.5701707769986;None;4;1.0393500339996535;2115.5701707769986;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11HAS.png;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2118.6443349260007;None;2118.6443349260007;None;4;0.6450183510023635;2118.6443349260007;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11BFI.png;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2121.3259689390034;None;2121.3259689390034;None;5;3.8896544910021476;2121.3259689390034;None;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2125.2331369500025;None;2125.2331369500025;None;;;;;;;;;
