images/NF.png;images/NM.png;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130.35057685300126;None;130.35057685300126;None;'l';4.436302442001761;130.35057685300126;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
images/NM.png;images/NF.png;;;;;;0;0;0;0;;;;;;;;;;;;;1;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165.36659329899703;None;165.36659329899703;None;'l','j','l','j','k','l','j','k','l';5.927353350998601,7.740146864998678,10.299300849997962,13.294184824997501,15.274288410997542,16.81429507899884,21.459225551996497,25.31432494999899,25.79330162799306;165.36659329899703;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;n;17.20845994800038;198.37716288900265;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;high;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;medium;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;low;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3.955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;1;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;567.2829761050016;None;567.2829761050016;None;'k','j','l','j','k','j','l','k','l','k','j';1.1838138960010838,4.860911636002129,8.677913838000677,10.64189831600379,12.353830815998663,14.845909240997571,18.77890757100249,19.9317703409979,21.229907334003656,25.34290761900047,26.090778058001888;567.2829761050016;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;2;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;602.3011309180001;None;602.3011309180001;None;'k','l','j','k','l','j','l','j','l','j','l';1.4517447499965783,1.688641444001405,5.33374050999555,8.38374135599588,8.999624422001943,11.882618596995599,14.232632485000067,18.68374165699788,21.339742897995166,25.7787682509952,29.23466594799538;602.3011309180001;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;3;11;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;637.3123983339974;None;637.3123983339974;None;'l','j','l','k','l';2.2054745119967265,7.2185129019999295,9.199504759002593,15.229501688998425,15.514498144002573;637.3123983339974;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;670.3205262359988;None;670.3205262359988;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;681.2347967599999;None;681.2347967599999;None;'l','j','l','k','j','l','k','l','k','j','l';0.8391079290013295,6.97914588200365,9.162109536999196,16.699089050998737,16.908004467004503,18.744098173003295,19.23600978500326,19.825099897003383,22.47903267800575,23.143106979005097,24.580926057002216;681.2347967599999;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.2471559979967;None;716.2471559979967;None;'l','k','l','j','k','l','k','j','k','l';2.0226600829992094,10.31971301700105,12.600648881001689,14.858732511005655,16.06765289800387,19.312769957003184,20.900646890004282,22.76059690600232,23.206611105000775,25.954715270003362;716.2471559979967;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;751.2581589010006;None;751.2581589010006;None;'l','j','k','l','j','k';5.878600403004384,14.470757242001127,16.405635582006653,17.242609956003434,26.944697161001386,28.47972238400689;751.2581589010006;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;786.2784969290005;None;786.2784969290005;None;'k','k','l','j','k','l','k','l','k','l';1.4964057089964626,2.0273730399931083,2.253235735995986,6.253230010996049,11.621264046996657,12.08529989499948,15.033309576996544,17.0463879539966,24.65937105299963,26.444377683998027;786.2784969290005;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;0;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;821.2902560479997;None;821.2902560479997;None;'l','k','j','j','k','j','k','j','k','l','j','k','l','j','k','l','k','j';3.293495342004462,4.400559275003616,4.71863089800172,5.045501860004151,5.4366328610049095,7.906529199004581,8.148534619002021,8.31560249600443,8.53164160400047,13.735631162002392,15.594568710002932,17.924480358000437,19.666618781004217,22.708603434002725,23.728504834005435,24.053634418,24.749615190004988,28.057470981002552;821.2902560479997;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;856.3057910549978;None;856.3057910549978;None;'l','k','l','k','j','l','j','k','l','k','l';0.948069228004897,5.783105394002632,6.436094358003174,9.149056779999228,9.454098178001004,11.954097956004262,17.18109833700146,20.039966493000975,21.91909612100426,23.299097914001322,27.653083543998946;856.3057910549978;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;2;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;891.3282633359995;None;891.3282633359995;None;'k','l','j','k','j','l','k','l';1.3925010059974738,1.82160717700026,7.994614595998428,11.416532061994076,14.621610356996825,17.34763073999784,24.470663259999128,25.119599859994196;891.3282633359995;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;3;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;926.3390242379974;None;926.3390242379974;None;'l','j','l','k','l','j','k','l','l','j','k','j','k','l';2.1957632530029514,8.73587088700151,10.15086702300323,15.245745239000826,16.93290787799924,17.950808029003383,20.5487274219995,21.033863812001073,21.223702989998856,23.771808604004036,24.39984954400279,26.03973263700027,26.407846433998202,29.796847069999785;926.3390242379974;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;961.3560918119983;None;961.3560918119983;None;'l','j','k','l','j','k','j','k','j','k','l';3.379769731000124,9.317702699998335,11.660677704996488,12.261670043997583,18.585762859998795,18.70974822199787,18.905652567998914,20.17266471200128,24.331782296998426,25.65169870099635,28.1747774079995;961.3560918119983;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;1;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;996.3769062069987;None;996.3769062069987;None;'j','j','l','j','k','l';3.94482382699789,5.852957667004375,8.714945200001239,22.394980208999186,24.68586642399896,25.079891501998645;996.3769062069987;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;2;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1031.3929317329967;None;1031.3929317329967;None;'l','k','l','j','k','l','j','k','j','l';1.11095311200188,8.82084149900038,9.382847523003875,11.242943342003855,14.653986088000238,16.280902824000805,21.666868359003274,22.646962909006106,26.93285739100247,29.402980664002826;1031.3929317329967;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;3;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1066.407572418997;None;1066.407572418997;None;'l','k','l','k','l','k','j','l';0.8603129010007251,1.658239300995774,5.128190219998942,9.699320093997812,10.975202641995566,18.54932185299549,18.900241003997508,22.55124450099538;1066.407572418997;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1099.4174568750022;None;space;57.4400620880042;1099.4174568750022;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1156.8818724879966;None;1156.8818724879966;None;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1161.6850989700033;None;1161.6850989700033;None;'j','k','l','j','k','l','k','l','j','k';0.6527841370043461,9.36077318500611,9.643685041002755,15.597703220002586,17.476847740006633,17.70876764600689,21.954717993001395,22.47869285800698,26.726851940002234,28.02268548500433;1161.6850989700033;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1196.7075048650004;None;1196.7075048650004;None;'j','k','k','l','k','j';2.036369615001604,16.942401822998363,21.246295570002985,21.481376468000235,26.43529177000164,28.66537818100187;1196.7075048650004;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1231.7232228400026;None;1231.7232228400026;None;'j','k','j','k','l','k','l','j','k','l','k','j','l','k','j';1.1496510519937146,4.512655899998208,6.474571152000863,7.512682283995673,9.620681288994092,12.857543006000924,14.649722366993956,15.352649731998099,17.674522449000506,18.660662867994688,20.823578487994382,23.095661172999826,25.33552286799386,27.558644821998314,28.87357348099613;1231.7232228400026;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1266.7408515900024;None;1266.7408515900024;None;'j','k','k','l','k','j','l','j','k','k','j','l','k','l','l';0.814024977000372,5.553096715993888,7.049970714993833,7.336025360993517,10.309911387994362,10.798914940998657,14.821950000994548,18.611030165993725,21.849911295998027,22.812917709998146,23.441024997999193,24.797038811993843,26.51003113299521,27.269960023993917,29.64303045899578;1266.7408515900024;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1301.755647856;None;1301.755647856;None;'k','j','l','k','j','l','k','j','l','k','l','l','j';1.7312696790031623,4.207137256998976,6.804231528003584,7.860095700001693,9.55922601900238,11.116292858001543,11.760239155002637,12.572068317997037,14.77223691999825,19.14522333000059,22.05922437999834,22.305235826999706,23.663234223000472;1301.755647856;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;1;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1336.7723346359999;None;1336.7723346359999;None;'k','j','l','k','j','l','k','j','k','l';1.5514389660020242,1.8265929830013192,9.630420701003459,12.783449292001023,15.068432928004768,15.524531367998861,15.9784351039998,22.228536187998543,26.053422502001922,28.274529476999305;1336.7723346359999;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;2;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1371.7875910049988;None;1371.7875910049988;None;'k','j','l','k','j','l','k','j','k','l','k','j';1.1942827729944838,2.5581679469978553,4.251204763997521,10.18416268999863,11.321276417998888,15.249355886000558,18.95120607499848,19.46825451199402,22.10716795299959,22.73727772499842,26.01628101299866,29.783222436999495;1371.7875910049988;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;3;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1406.8051448379993;None;1406.8051448379993;None;'j','l','k','j','l','j','k','l','j','k','l','k','j';2.338593257001776,5.278735708001477,10.008726075000595,11.706624217003991,12.532658089003235,13.375765673001297,16.493624077003915,16.864723438004148,17.355654400002095,23.4346006160049,25.4877420720004,27.40058874800161,28.513765130999673;1406.8051448379993;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;0;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1441.8157888130008;None;1441.8157888130008;None;'j','k','j','k','j','l','j','l','k','l';0.9989843879957334,5.364946952002356,6.387972671996977,12.18106622799678,16.650100339997152,16.989993005998258,18.580944096996973,19.82694085699768,26.80309828499594,27.690050539000367;1441.8157888130008;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11BFI.png;images/MAM11NES.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;1;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1476.8319492599985;None;1476.8319492599985;None;'j','k','j','k','j','l','k','j','l','k','k','l';1.1778573310002685,6.94193136299873,8.917944842003635,11.36182899200503,14.001949593002792,14.577849034998508,22.41794817000482,22.594778689999657,23.79785868000181,23.88778365500184,24.06997449100163,24.647804756998084;1476.8319492599985;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;2;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1511.855644299998;None;1511.855644299998;None;'l','j','l','k','j','k','l','j','k','l','j','k','l','k','j';1.8422577740057022,3.4102677750051953,8.4002289590062,10.634143507006229,11.831165508003323,12.741249281003547,13.077239135003765,14.457162975006213,14.950232838004013,18.098183268004504,19.66318439400493,20.564160702000663,22.84912059700582,29.00313283900323,29.34808630900079;1511.855644299998;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11BFI.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;3;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1546.863121759001;None;1546.863121759001;None;'k','j','l','k','j','l','k','j','l','k','l','j';2.2466423379955813,2.832761206002033,5.7396809790006955,10.076757128997997,10.934793392996653,14.049751651997212,14.711748107998574,18.530614350995165,20.35874692499783,23.211629935001838,24.88567159899685,26.853802222001832;1546.863121759001;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1579.8744201020017;None;1579.8744201020017;None;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11NES.png;images/MAM11HAS.png;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1597.362550318001;None;1597.362550318001;None;'j','j','k','l','k','j','k','j','k','l','j';0.9683443910034839,1.1983179809976718,1.939322913000069,7.053255596001691,9.34433600200282,10.363215452998702,12.612216023000656,16.328221345000202,20.292322708002757,20.70434416599892,24.174181962000148;1597.362550318001;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
;;;images/MAM11HAS.png;images/MAM11NES.png;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1632.3854931210008;None;1632.3854931210008;None;'j','k','j','k','l','k','j','j';1.2194176539996988,6.675372591998894,7.389307283003291,19.383303750000778,20.66440871100349,24.959374433004996,26.392310448005446,28.393379865003226;1632.3854931210008;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;001;1;1;2022_Jan_31_1650;VR_setting;2021.2.3;59.98690521890898;
